"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000111, 1, 0.000111, x0='0.5', x1='0.5', x2='0.5'
-1.000000, 0.627921, 0.171294, 1, 1.171294, x0='0.5', x1='0.5', x2='0.5'
-8.000000, 0.065019, 3.735440, 2, 11.735440, x0='0.16979472029039377', x1='0.8284203218904356', x2='0.1951824293175548'
